SETTING_ID,CN,MEASUREMENT_DATE,MEASUREMENT_NO,PURPOSE_CODE,EXP_F,REMARKS,NBR,SUBPOP,MINV,MAXV
01160515030021,449144010259,09/01/1983,1,CP,300,SMALL TREE PLOT,2,DBH,0,2.9
01160515030021,449194010259,11/01/1988,2,CP,20,LARGE TREE PLOT,1,DBH,3,9999.9
01160515030021,449194010259,11/01/1988,2,CP,300,SMALL TREE PLOT,2,DBH,0,2.9
01160515030021,449244010259,08/01/1993,3,CP,20,LARGE TREE PLOT,1,DBH,3,9999.9
01160515030021,449244010259,08/01/1993,3,CP,300,SMALL TREE PLOT,2,DBH,0,2.9
01160515030021,449294010259,06/01/2000,4,CP,20,LARGE TREE PLOT,1,DBH,3,9999.9
01160515030021,449294010259,06/01/2000,4,CP,300,SMALL TREE PLOT,2,DBH,0,2.9
01160515030021,449157010259,09/02/1983,1,TP,20,LARGE TREE PLOT,1,DBH,3,9999.9
01160515030021,449157010259,09/02/1983,1,TP,300,SMALL TREE PLOT,2,DBH,0,2.9
01160515030021,449207010259,06/02/1989,2,TP,20,LARGE TREE PLOT,1,DBH,3,9999.9
01160515030021,449207010259,06/02/1989,2,TP,300,SMALL TREE PLOT,2,DBH,0,2.9
01160515030021,449257010259,08/02/1993,3,TP,20,LARGE TREE PLOT,1,DBH,3,9999.9
01160515030021,449257010259,08/02/1993,3,TP,300,SMALL TREE PLOT,2,DBH,0,2.9
01160515030021,449307010259,06/02/2000,4,TP,20,LARGE TREE PLOT,1,DBH,3,9999.9
01160515030021,449307010259,06/02/2000,4,TP,300,SMALL TREE PLOT,2,DBH,0,2.9
01160734020162,652209010259,09/01/1983,0,CP,20,LARGE TREE PLOT,1,DBH,3,9999.9
01160734020162,652209010259,09/01/1983,0,CP,300,SMALL TREE PLOT,2,DBH,0,2.9
01160734020162,452245010259,05/01/1988,1,CP,20,LARGE TREE PLOT,1,DBH,3,9999.9
01160734020162,452245010259,05/01/1988,1,CP,300,SMALL TREE PLOT,2,DBH,0,2.9
01160734020162,452295010259,08/01/1993,2,CP,20,LARGE TREE PLOT,1,DBH,3,9999.9
01160734020162,452295010259,08/01/1993,2,CP,300,SMALL TREE PLOT,2,DBH,0,2.9
01160734020162,452345010259,07/01/2000,3,CP,20,LARGE TREE PLOT,1,DBH,3,9999.9
01160734020162,452345010259,07/01/2000,3,CP,300,SMALL TREE PLOT,2,DBH,0,2.9
01160734020162,652248010259,09/02/1983,0,TP,20,LARGE TREE PLOT,1,DBH,3,9999.9
01160734020162,652248010259,09/02/1983,0,TP,300,SMALL TREE PLOT,2,DBH,0,2.9
01160734020162,452258010259,07/02/1988,1,TP,20,LARGE TREE PLOT,1,DBH,3,9999.9
01160734020162,452258010259,07/02/1988,1,TP,300,SMALL TREE PLOT,2,DBH,0,2.9
01160734020162,452308010259,08/02/1993,2,TP,20,LARGE TREE PLOT,1,DBH,3,9999.9
01160734020162,452308010259,08/02/1993,2,TP,300,SMALL TREE PLOT,2,DBH,0,2.9
01160734020162,452358010259,07/02/2000,3,TP,20,LARGE TREE PLOT,1,DBH,3,9999.9
01160734020162,452358010259,07/02/2000,3,TP,300,SMALL TREE PLOT,2,DBH,0,2.9
