Stand Number,Stand Name,Waypoint,Lat,Lon,Date,Time (UTC),,,,,,,,,,,,,,,,,,,
01140577020027,Tam,Tam 1 2,48.245146,-115.097063,2020-07-08,21:10,,,,,,,,,,,,,,,,,,,
01140577020027,Tam,Tam top 1,48.244467,-115.09669,2020-07-08,21:20,,,,,,,,,,,,,,,,,,,
01140577020027,Tam,Tam 2 3,48.245155,-115.099447,2020-07-08,21:23,,,,,,,,,,,,,,,,,,,
01140577020027,Tam,Tam 2 2,48.245552,-115.100478,2020-07-08,21:27,,,,,,,,,,,,,,,,,,,
01140577020027,Tam,Tam 2 1,48.24589,-115.09956,2020-07-08,21:27,,,,,,,,,,,,,,,,,,,
01140577020027,Tam,Tam 2 1,48.245704,-115.099558,2020-07-08,21:30,,,,,,,,,,,,,,,,,,,
01140577020027,Tam,Tam 3 1,48.245535,-115.100826,2020-07-08,21:36,,,,,,,,,,,,,,,,,,,
01140577020027,Tam,Tam 3 2,48.245803,-115.101657,2020-07-08,21:36,,,,,,,,,,,,,,,,,,,
01140577020027,Tam,Tam 4 3,48.246208,-115.102201,2020-07-08,21:36,,,,,,,,,,,,,,,,,,,
01140577020027,Tam,Tam 3 3,48.246115,-115.102596,2020-07-08,21:37,,,,,,,,,,,,,,,,,,,
01140577020027,Tam,Tam 4 2,48.246674,-115.102722,2020-07-08,21:40,,,,,,,,,,,,,,,,,,,
01140577020027,Tam,Tam 4 1,48.246185,-115.103058,2020-07-08,21:40,,,,,,,,,,,,,,,,,,,
01140577020027,Tam,Tam top 4,48.245797,-115.103417,2020-07-08,21:43,,,,,,,,,,,,,,,,,,,
01140596030002,Mg,Mg park,48.030545,-114.93296,2020-07-09,14:03,,,,,,,,,,,,,,,,,,,
01140596030002,Mg,Mg 1 1,48.029291,-114.929238,2020-07-09,14:13,,,,,,,,,,,,,,,,,,,
01140596030002,Mg,Mg 4 3,48.028591,-114.928034,2020-07-09,14:20,,,,,,,,,,,,,,,,,,,
01140596030002,Mg,Mg 2 3,48.02873,-114.927502,2020-07-09,14:21,,,,,,,,,,,,,,,,,,,
01140593050095,PV,Pv park,48.211791,-114.844426,2020-07-09,16:22,,,,,,,,,,,,,,,,,,,
01140593050095,PV,Pv top1 or 2,48.212131,-114.844477,2020-07-09,16:26,,,,,,,,,,,,,,,,,,,
01140593050095,PV,Pv 4 2,48.212983,-114.845651,2020-07-09,16:35,,,,,,,,,,,,,,,,,,,
01140593050095,PV,Pv 3 1,48.213292,-114.847068,2020-07-09,16:43,,,,,,,,,,,,,,,,,,,
01140593050095,PV,Pv 3 2,48.213043,-114.847116,2020-07-09,16:43,,,,,,,,,,,,,,,,,,,
01140593050095,PV,Pv 2 1,48.212481,-114.846492,2020-07-09,16:46,,,,,,,,,,,,,,,,,,,
01140593050095,PV,Pv 2 2,48.212282,-114.846669,2020-07-09,16:47,,,,,,,,,,,,,,,,,,,
01140593050095,PV,Pv 1 1,48.213894,-114.846419,2020-07-09,16:55,,,,,,,,,,,,,,,,,,,
01140593050095,PV,Pv 1 2,48.21374,-114.846691,2020-07-09,16:57,,,,,,,,,,,,,,,,,,,
01160413020023,Lozeau,Lozeau park,47.181846,-114.668506,2020-07-14,16:34,,,,,,,,,,,,,,,,,,,
01160413020023,Lozeau,Lozeau top,47.182975,-114.668504,2020-07-14,16:43,,,,,,,,,,,,,,,,,,,
01160413020023,Lozeau,Lozeau 1 sign?,47.183745,-114.669561,2020-07-14,16:58,,,,,,,,,,,,,,,,,,,
01160413020023,Lozeau,Lozeau 2,47.18225,-114.668167,2020-07-14,17:03,,,,,,,,,,,,,,,,,,,
01160413020023,Lozeau,Lozeau 3 tree59,47.182601,-114.667013,2020-07-14,17:11,,,,,,,,,,,,,,,,,,,
01160413020023,Lozeau,Lozeau 4,47.18294,-114.666594,2020-07-14,17:12,,,,,,,,,,,,,,,,,,,
01160805010036,Shamrock,Shamrock park,47.557688,-115.509578,2020-07-15,16:45,,,,,,,,,,,,,,,,,,,
01160805010036,Shamrock,Shamrock top 4,47.557585,-115.511139,2020-07-15,16:45,,,,,,,,,,,,,,,,,,,
01160805010036,Shamrock,Shamrock 3 top,47.555048,-115.508955,2020-07-15,17:16,,,,,,,,,,,,,,,,,,,
01160805010036,Shamrock,Shamrock 3 tree112,47.555225,-115.508767,2020-07-15,17:16,,,,,,,,,,,,,,,,,,,
01160805010036,Shamrock,Shamrock kelly hump,47.557126,-115.51082,2020-07-15,17:25,,,,,,,,,,,,,,,,,,,
01160805010036,Shamrock,Shamrock 1 top,47.556877,-115.510678,2020-07-15,17:25,,,,,,,,,,,,,,,,,,,
01160805010036,Shamrock,Shamrock 1 tree1,47.556243,-115.511582,2020-07-15,17:29,,,,,,,,,,,,,,,,,,,
01160805010036,Shamrock,Shamrock 2 top,47.555883,-115.510137,2020-07-15,17:37,,,,,,,,,,,,,,,,,,,
01160805010036,Shamrock,Shamrock 2 tree84,47.555808,-115.510258,2020-07-15,17:37,,,,,,,,,,,,,,,,,,,
01160805010036,Shamrock,Shamrock 4 top,47.558146,-115.513201,2020-07-15,17:53,,,,,,,,,,,,,,,,,,,
01160805010036,Shamrock,Shamrock 4 top,47.558169,-115.513169,2020-07-15,17:54,,,,,,,,,,,,,,,,,,,
01160805010036,Shamrock,Shamrock 4 tree89,47.55805,-115.513137,2020-07-15,17:55,,,,,,,,,,,,,,,,,,,
01160770010016,Lmp,Lpm park,47.279034,-114.977234,2020-07-15,20:27,,,,,,,,,,,,,,,,,,,
01160770010016,Lmp,Lpm 4/3 top,47.277933,-114.978823,2020-07-15,20:37,,,,,,,,,,,,,,,,,,,
01160770010016,Lmp,Lpm 4 tree151,47.277253,-114.978989,2020-07-15,20:55,,,,,,,,,,,,,,,,,,,
01160770010016,Lmp,Lpm 3 tree106,47.27696,-114.977817,2020-07-15,21:07,,,,,,,,,,,,,,,,,,,
01160770010016,Lmp,Lpm 1 tree311,47.278852,-114.974382,2020-07-15,22:41,,,,,,,,,,,,,,,,,,,
01160770010016,Lmp,Lpm 1,47.278732,-114.974086,2020-07-15,22:41,,,,,,,,,,,,,,,,,,,
01160770010016,Lmp,Lpm top,47.279,-114.975375,2020-07-15,22:41,,,,,,,,,,,,,,,,,,,
01160770010016,Lmp,Lpm 1,47.278581,-114.973718,2020-07-15,22:42,,,,,,,,,,,,,,,,,,,
01160770010016,Lmp,Lpm 2 tree37,47.27782,-114.973261,2020-07-15,22:49,,,,,,,,,,,,,,,,,,,
01160503010003,Ftc,Ftc park,47.846162,-115.171075,2020-07-16,17:55,,,,,,,,,,,,,,,,,,,
01160503010003,Ftc,Ftc top 3/4,47.847476,-115.166969,2020-07-16,18:03,,,,,,,,,,,,,,,,,,,
01160503010003,Ftc,Ftc 4 tree15,47.847439,-115.167705,2020-07-16,18:07,,,,,,,,,,,,,,,,,,,
01160503010003,Ftc,Ftc 3 1,47.847428,-115.168554,2020-07-16,18:09,,,,,,,,,,,,,,,,,,,
01160503010003,Ftc,Ftc 4 2,47.847824,-115.167672,2020-07-16,18:14,,,,,,,,,,,,,,,,,,,
01160503010003,Ftc,Ftc top 4,47.847477,-115.167012,2020-07-16,18:14,,,,,,,,,,,,,,,,,,,
01160503010003,Ftc,Ftc top 2,47.850803,-115.16798,2020-07-16,18:23,,,,,,,,,,,,,,,,,,,
01160503010003,Ftc,Ftc 2 tree5,47.850579,-115.168668,2020-07-16,18:25,,,,,,,,,,,,,,,,,,,
01160503010003,Ftc,Ftc 1 tree6,47.850356,-115.168535,2020-07-16,18:43,,,,,,,,,,,,,,,,,,,
01160502030003,Bound,Bound park,47.8779,-115.24256,2020-07-16,19:43,,,,,,,,,,,,,,,,,,,
01160502030003,Bound,Bound top,47.876976,-115.244871,2020-07-16,19:55,,,,,,,,,,,,,,,,,,,
01160502030003,Bound,Bound 4 tree505,47.877424,-115.244603,2020-07-16,20:01,,,,,,,,,,,,,,,,,,,
01160502030003,Bound,Bound 3 tree88,47.877282,-115.245143,2020-07-16,20:02,,,,,,,,,,,,,,,,,,,
01160502030003,Bound,Bound 2 tree46,47.877851,-115.246216,2020-07-16,20:22,,,,,,,,,,,,,,,,,,,
01160502030003,Bound,Bound 2 tree46 2,47.877827,-115.246391,2020-07-16,20:38,,,,,,,,,,,,,,,,,,,
01160502030003,Bound,Bound fs sign,47.877813,-115.246399,2020-07-16,20:38,,,,,,,,,,,,,,,,,,,
01160502030003,Bound,Bound 2 2,47.877518,-115.246408,2020-07-16,20:38,,,,,,,,,,,,,,,,,,,
01160502030003,Bound,Bound 1 2,47.877873,-115.246903,2020-07-16,20:38,,,,,,,,,,,,,,,,,,,
01160502030003,Bound,Bound easy top,47.877115,-115.24463,2020-07-16,20:52,,,,,,,,,,,,,,,,,,,
01160713010003,Divide,Divide park,47.468461,-115.234581,2020-07-17,16:32,,,,,,,,,,,,,,,,,,,
01160713010003,Divide,Divide fork,47.466355,-115.239949,2020-07-17,16:43,,,,,,,,,,,,,,,,,,,
01160713010003,Divide,Divide temp top,47.465773,-115.241394,2020-07-17,17:05,,,,,,,,,,,,,,,,,,,
01160713010003,Divide,Divide top1,47.464936,-115.247048,2020-07-17,17:49,,,,,,,,,,,,,,,,,,,
01160713010003,Divide,Divide 2,47.465238,-115.246858,2020-07-17,17:53,,,,,,,,,,,,,,,,,,,
01160713010003,Divide,Divide 1,47.465819,-115.247264,2020-07-17,18:10,,,,,,,,,,,,,,,,,,,
01160713010003,Divide,Divide top 2,47.465847,-115.248816,2020-07-17,18:27,,,,,,,,,,,,,,,,,,,
01160713010003,Divide,Divide 3,47.466448,-115.248655,2020-07-17,19:03,,,,,,,,,,,,,,,,,,,
01160713010003,Divide,Divide 4,47.467457,-115.24874,2020-07-17,19:03,,,,,,,,,,,,,,,,,,,
01140343020046,Sunday,Sunday park,48.630705,-114.742713,2020-07-20,17:36,,,,,,,,,,,,,,,,,,,
01140343020046,Sunday,Sunday top 2,48.623692,-114.742317,2020-07-20,18:03,,,,,,,,,,,,,,,,,,,
01140343020046,Sunday,Sunday 2,48.623163,-114.742102,2020-07-20,18:08,,,,,,,,,,,,,,,,,,,
01140343020046,Sunday,Sunday 2 3,48.623142,-114.74258,2020-07-20,18:17,,,,,,,,,,,,,,,,,,,
01140343020046,Sunday,Sunday 3 1,48.622947,-114.744566,2020-07-20,18:23,,,,,,,,,,,,,,,,,,,
01140343020046,Sunday,Sunday 4 1,48.623698,-114.743976,2020-07-20,18:36,,,,,,,,,,,,,,,,,,,
01140343020046,Sunday,Louis park,48.625631,-114.774454,2020-07-20,20:00,,,,,,,,,,,,,,,,,,,
01140334030067,Louis ,Louis 4 1,48.633817,-114.773315,2020-07-20,20:33,,,,,,,,,,,,,,,,,,,
01140334030067,Louis ,Louis 3 1,48.634367,-114.7731,2020-07-20,20:33,,,,,,,,,,,,,,,,,,,
01140334030067,Louis ,Louis 4 3,48.634245,-114.772341,2020-07-20,20:36,,,,,,,,,,,,,,,,,,,
01140334030067,Louis ,Louis 3 1,48.634297,-114.773006,2020-07-20,20:36,,,,,,,,,,,,,,,,,,,
01140334030067,Louis ,Louis 4 2,48.632971,-114.771371,2020-07-20,20:42,,,,,,,,,,,,,,,,,,,
01140334030067,Louis ,Louis 1 2,48.635116,-114.771973,2020-07-20,20:48,,,,,,,,,,,,,,,,,,,
01140334030067,Louis ,Louis 3 2,48.63495,-114.772883,2020-07-20,20:53,,,,,,,,,,,,,,,,,,,
01140334030067,Louis ,Louis 3 3,48.634883,-114.772518,2020-07-20,20:59,,,,,,,,,,,,,,,,,,,
01140334030067,Louis ,Louis 2 1,48.634908,-114.773988,2020-07-20,21:01,,,,,,,,,,,,,,,,,,,
01140334030067,Louis ,Louis 1 1,48.635881,-114.77441,2020-07-20,21:07,,,,,,,,,,,,,,,,,,,
01140334030067,Louis ,Louis 2 2,48.635953,-114.773764,2020-07-20,21:18,,,,,,,,,,,,,,,,,,,
01140334030067,Louis ,Louis 2 3,48.636209,-114.773599,2020-07-20,21:22,,,,,,,,,,,,,,,,,,,
01140313010001,Williams ,Wilson park,48.843732,-114.823659,2020-07-21,13:38,,,,,,,,,,,,,,,,,,,
01140313010001,Williams ,Wilson tem top,48.858703,-114.804527,2020-07-21,14:40,,,,,,,,,,,,,,,,,,,
01140313010001,Williams ,Wilson 2 3,48.858235,-114.804689,2020-07-21,14:41,,,,,,,,,,,,,,,,,,,
01140313010001,Williams ,Wilson 2 1,48.858529,-114.804028,2020-07-21,14:47,,,,,,,,,,,,,,,,,,,
01140313010001,Williams ,Wilson 3 3,48.858977,-114.802473,2020-07-21,14:55,,,,,,,,,,,,,,,,,,,
01140313010001,Williams ,Wilson top 3,48.859257,-114.802714,2020-07-21,14:57,,,,,,,,,,,,,,,,,,,
01140313010001,Williams ,Wilson 4 2,48.858741,-114.805223,2020-07-21,15:04,,,,,,,,,,,,,,,,,,,
01140313010001,Williams ,Wilson top 4,48.858329,-114.80528,2020-07-21,15:06,,,,,,,,,,,,,,,,,,,
01140313010001,Williams ,Wilson 1 2,48.857982,-114.805615,2020-07-21,15:13,,,,,,,,,,,,,,,,,,,
01140313010001,Williams ,Wilson top 1,48.858138,-114.805772,2020-07-21,15:15,,,,,,,,,,,,,,,,,,,
01140120010011,Pinkham,Pinkham park,48.736511,-115.052151,2020-07-21,17:06,,,,,,,,,,,,,,,,,,,
01140120010011,Pinkham,Pinkham 4 3,48.736027,-115.053587,2020-07-21,17:18,,,,,,,,,,,,,,,,,,,
01140120010011,Pinkham,Pinkham 4 2,48.736289,-115.053271,2020-07-21,17:25,,,,,,,,,,,,,,,,,,,
01140120010011,Pinkham,Pinkham 4 1,48.736442,-115.052958,2020-07-21,17:25,,,,,,,,,,,,,,,,,,,
01140120010011,Pinkham,Pinkham 3 1,48.737004,-115.055835,2020-07-21,17:37,,,,,,,,,,,,,,,,,,,
01140120010011,Pinkham,Pinkham 3 2,48.736818,-115.056127,2020-07-21,17:38,,,,,,,,,,,,,,,,,,,
01140120010011,Pinkham,Pinkham 1 1,48.736225,-115.055345,2020-07-21,17:47,,,,,,,,,,,,,,,,,,,
01140120010011,Pinkham,Pinkham 1 2,48.736099,-115.055616,2020-07-21,17:54,,,,,,,,,,,,,,,,,,,
01140120010011,Pinkham,Pinkham 2 1,48.73553,-115.055358,2020-07-21,17:54,,,,,,,,,,,,,,,,,,,
01140120010011,Pinkham,Pinkham 2 2,48.735317,-115.055624,2020-07-21,17:54,,,,,,,,,,,,,,,,,,,
01140120010011,Pinkham,Pinkham top 1,48.73543,-115.053858,2020-07-21,18:02,,,,,,,,,,,,,,,,,,,
01140119020008,Helmer,Helmer park,48.794925,-115.180448,2020-07-21,19:25,,,,,,,,,,,,,,,,,,,
01140119020008,Helmer,Helmer top 1,48.792152,-115.183518,2020-07-21,19:34,,,,,,,,,,,,,,,,,,,
01140119020008,Helmer,Helmer 1 1,48.79174,-115.182929,2020-07-21,19:41,,,,,,,,,,,,,,,,,,,
01140119020008,Helmer,Helmer top 4,48.790126,-115.183765,2020-07-21,19:52,,,,,,,,,,,,,,,,,,,
01140119020008,Helmer,Helmer 3 3,48.790134,-115.184573,2020-07-21,19:53,,,,,,,,,,,,,,,,,,,
01140119020008,Helmer,Helmer 3 2,48.789928,-115.184885,2020-07-21,19:58,,,,,,,,,,,,,,,,,,,
01140119020008,Helmer,Helmer pink flagging,48.789839,-115.18376,2020-07-21,20:17,,,,,,,,,,,,,,,,,,,
01140119020008,Helmer,Helmer 4 2,48.791249,-115.187163,2020-07-21,20:27,,,,,,,,,,,,,,,,,,,
01140119020008,Helmer,Helmer 2 1,48.791437,-115.184979,2020-07-21,20:34,,,,,,,,,,,,,,,,,,,
01140119020008,Helmer,Helmer top 2,48.791434,-115.1838,2020-07-21,20:34,,,,,,,,,,,,,,,,,,,
01140123030001,Flat,Flat park,48.727429,-115.234294,2020-07-21,21:47,,,,,,,,,,,,,,,,,,,
01140123030001,Flat,Flat top,48.727531,-115.234158,2020-07-21,21:55,,,,,,,,,,,,,,,,,,,
01140123030001,Flat,Flat 1 3,48.727041,-115.233655,2020-07-21,21:55,,,,,,,,,,,,,,,,,,,
01140123030001,Flat,Flat 1 2,48.727169,-115.23347,2020-07-21,21:56,,,,,,,,,,,,,,,,,,,
01140123030001,Flat,Flat 2 3,48.729209,-115.23366,2020-07-21,22:05,,,,,,,,,,,,,,,,,,,
01140123030001,Flat,Flat 2 2,48.729511,-115.233528,2020-07-21,22:05,,,,,,,,,,,,,,,,,,,
01140123030001,Flat,Flat 2 1,48.729762,-115.233419,2020-07-21,22:07,,,,,,,,,,,,,,,,,,,
01140123030001,Flat,Flat 3 3,48.730565,-115.232948,2020-07-21,22:13,,,,,,,,,,,,,,,,,,,
01140123030001,Flat,Flat 3 2,48.730672,-115.232844,2020-07-21,22:13,,,,,,,,,,,,,,,,,,,
01140123030001,Flat,Flat 4 1,48.728371,-115.232145,2020-07-21,22:21,,,,,,,,,,,,,,,,,,,
01140103010001,Marias,Marias park,48.961209,-115.280382,2020-07-22,14:14,,,,,,,,,,,,,,,,,,,
01140103010001,Marias,Marias 3 tree 302,48.960208,-115.281174,2020-07-22,14:32,,,,,,,,,,,,,,,,,,,
01140429040108,Henry,Henry park,48.880162,-115.483595,2020-07-22,15:53,,,,,,,,,,,,,,,,,,,
01140429040108,Henry,Henry park,48.880032,-115.483415,2020-07-22,15:55,,,,,,,,,,,,,,,,,,,
01140429040108,Henry,Henry pink flagging,48.879759,-115.484841,2020-07-22,16:35,,,,,,,,,,,,,,,,,,,
01140429040108,Henry,Henry 1 1,48.880485,-115.486624,2020-07-22,16:36,,,,,,,,,,,,,,,,,,,
01140429040108,Henry,Henry 2 3,48.880082,-115.487829,2020-07-22,16:44,,,,,,,,,,,,,,,,,,,
01140429040108,Henry,Henry 4 1,48.881075,-115.488534,2020-07-22,17:01,,,,,,,,,,,,,,,,,,,
01140429040108,Henry,Henry 4 2,48.881345,-115.488686,2020-07-22,17:01,,,,,,,,,,,,,,,,,,,
01140429040108,Henry,Henry 3 1,48.881513,-115.485659,2020-07-22,17:12,,,,,,,,,,,,,,,,,,,
01140429040108,Henry,Henry entry,48.881545,-115.483399,2020-07-22,17:15,,,,,,,,,,,,,,,,,,,
01140109010001,Thirsty,Thirsty park,48.78947,-115.358135,2020-07-22,19:52,,,,,,,,,,,,,,,,,,,
01140109010001,Thirsty,Thirsty top,48.794177,-115.361756,2020-07-22,20:10,,,,,,,,,,,,,,,,,,,
01140109010001,Thirsty,Thirsty 1,48.793006,-115.360996,2020-07-22,20:18,,,,,,,,,,,,,,,,,,,
01140109010001,Thirsty,Thirsty 1 2,48.793468,-115.36094,2020-07-22,20:18,,,,,,,,,,,,,,,,,,,
01140109010001,Thirsty,Thirsty 2 2,48.791973,-115.360233,2020-07-22,20:29,,,,,,,,,,,,,,,,,,,
01140109010001,Thirsty,Thirsty 2 2,48.791946,-115.360332,2020-07-22,20:29,,,,,,,,,,,,,,,,,,,
01140109010001,Thirsty,Thirsty 3 1,48.790479,-115.358549,2020-07-22,20:36,,,,,,,,,,,,,,,,,,,
01140109010001,Thirsty,Thirsty 3 2,48.790222,-115.358267,2020-07-22,20:45,,,,,,,,,,,,,,,,,,,
01140340050082,Beaver,Beaver park,48.609331,-114.966908,2020-07-23,13:53,,,,,,,,,,,,,,,,,,,
01140340050082,Beaver,Beaver top 1,48.607051,-114.967828,2020-07-23,13:53,,,,,,,,,,,,,,,,,,,
01140340050082,Beaver,Beaver top 1,48.606772,-114.967819,2020-07-23,13:55,,,,,,,,,,,,,,,,,,,
01140340050082,Beaver,Beaver 1 1,48.606109,-114.969783,2020-07-23,14:04,,,,,,,,,,,,,,,,,,,
01140340050082,Beaver,Beaver tree 49 red,48.606563,-114.968767,2020-07-23,14:04,,,,,,,,,,,,,,,,,,,
01140340050082,Beaver,Beaver 3 2,48.60699,-114.966268,2020-07-23,14:16,,,,,,,,,,,,,,,,,,,
01140340050082,Beaver,Beaver 3 1,48.607871,-114.966028,2020-07-23,14:26,,,,,,,,,,,,,,,,,,,
01140340050082,Beaver,Beaver 3 3,48.607457,-114.964202,2020-07-23,14:33,,,,,,,,,,,,,,,,,,,
01140340050082,Beaver,Beaver 1 3,48.610299,-114.960967,2020-07-23,14:44,,,,,,,,,,,,,,,,,,,
01140340050082,Beaver,Beaver 1 2,48.610613,-114.961094,2020-07-23,14:46,,,,,,,,,,,,,,,,,,,
01140340050082,Beaver,Beaver top,48.610267,-114.961713,2020-07-23,14:51,,,,,,,,,,,,,,,,,,,
01140340050082,Beaver,Beaver 2 1,48.609082,-114.965487,2020-07-23,14:55,,,,,,,,,,,,,,,,,,,
01140340050082,Beaver,Beaver 2 1,48.609042,-114.96564,2020-07-23,14:57,,,,,,,,,,,,,,,,,,,
01140340050082,Beaver,Beaver 2 2,48.609373,-114.966368,2020-07-23,15:01,,,,,,,,,,,,,,,,,,,
01140340050082,Beaver,Beaver top 2,48.609417,-114.966786,2020-07-23,15:01,,,,,,,,,,,,,,,,,,,
01140340050082,Beaver,Beaver 2 3,48.610018,-114.968314,2020-07-23,15:03,,,,,,,,,,,,,,,,,,,
01140340050082,Beaver,Beaver 4 1,48.609406,-114.969171,2020-07-23,15:05,,,,,,,,,,,,,,,,,,,
01140340050082,Beaver,Beaver 4 2,48.608438,-114.969823,2020-07-23,15:11,,,,,,,,,,,,,,,,,,,
01140340050082,Beaver,Beaver 4 3,48.608199,-114.968796,2020-07-23,15:11,,,,,,,,,,,,,,,,,,,
01140580010002,Weigel,Wiegle park,48.494678,-115.043924,2020-07-23,15:59,,,,,,,,,,,,,,,,,,,
01140580010002,Weigel,Weigel park,48.494747,-115.043844,2020-07-23,16:01,,,,,,,,,,,,,,,,,,,
01140580010002,Weigel,Weigel top 2,48.491293,-115.04366,2020-07-23,16:09,,,,,,,,,,,,,,,,,,,
01140580010002,Weigel,Weigel 2 2,48.491468,-115.040253,2020-07-23,16:30,,,,,,,,,,,,,,,,,,,
01140580010002,Weigel,Weigel 2 3,48.491328,-115.039896,2020-07-23,16:30,,,,,,,,,,,,,,,,,,,
01140580010002,Weigel,Weigel 1 1,48.491104,-115.039558,2020-07-23,16:36,,,,,,,,,,,,,,,,,,,
01140580010002,Weigel,Weigel 4 2,48.49211,-115.03855,2020-07-23,16:36,,,,,,,,,,,,,,,,,,,
01140580010002,Weigel,Weigel 1 2,48.491042,-115.039159,2020-07-23,16:36,,,,,,,,,,,,,,,,,,,
01140580010002,Weigel,Weigel 4 1,48.491923,-115.038886,2020-07-23,16:36,,,,,,,,,,,,,,,,,,,
01140580010002,Weigel,Weigel 3 1,48.493773,-115.042739,2020-07-23,16:49,,,,,,,,,,,,,,,,,,,
01140580010002,Weigel,Weigel 3 2,48.493573,-115.042569,2020-07-23,16:50,,,,,,,,,,,,,,,,,,,
01140580010002,Weigel,Weigel top 3,48.493592,-115.043231,2020-07-23,16:54,,,,,,,,,,,,,,,,,,,
01140557010003,Five,Five park,48.530289,-115.070903,2020-07-23,19:21,,,,,,,,,,,,,,,,,,,
01140557010003,Five,Five 2 1,48.530964,-115.071975,2020-07-23,19:30,,,,,,,,,,,,,,,,,,,
01140557010003,Five,Five 1 3,48.53136,-115.070743,2020-07-23,19:34,,,,,,,,,,,,,,,,,,,
01140557010003,Five,Five 1 2,48.53152,-115.070412,2020-07-23,19:39,,,,,,,,,,,,,,,,,,,
01140557010003,Five,Five 4 3,48.531961,-115.067983,2020-07-23,19:39,,,,,,,,,,,,,,,,,,,
01140557010003,Five,Five 1 1,48.531657,-115.070094,2020-07-23,19:39,,,,,,,,,,,,,,,,,,,
01140557010003,Five,Five 3 3,48.532145,-115.066995,2020-07-23,19:41,,,,,,,,,,,,,,,,,,,
01140557010003,Five,Five top 4,48.531332,-115.067033,2020-07-23,19:43,,,,,,,,,,,,,,,,,,,
01140557010003,Five,Five top 1,48.530917,-115.068587,2020-07-23,19:46,,,,,,,,,,,,,,,,,,,
01160745030390,Bear ,Bear park,47.211369,-115.126302,2020-07-27,16:41,,,,,,,,,,,,,,,,,,,
01160745030390,Bear ,Bear top 1,47.211764,-115.126196,2020-07-27,16:41,,,,,,,,,,,,,,,,,,,
01160745030390,Bear ,Bear 4 2,47.212808,-115.127442,2020-07-27,16:53,,,,,,,,,,,,,,,,,,,
01160745030390,Bear ,Bear 3 2,47.211654,-115.127223,2020-07-27,16:54,,,,,,,,,,,,,,,,,,,
01160745030390,Bear ,Bear temp top,47.213625,-115.123921,2020-07-27,17:12,,,,,,,,,,,,,,,,,,,
01160745030390,Bear ,Bear temp top 2,47.2133,-115.124023,2020-07-27,17:14,,,,,,,,,,,,,,,,,,,
01160745030390,Bear ,Bear 1,47.212773,-115.123781,2020-07-27,17:19,,,,,,,,,,,,,,,,,,,
01160745030390,Bear ,Bear 2 2,47.212885,-115.125624,2020-07-27,17:28,,,,,,,,,,,,,,,,,,,
01050607020008,Beaver Ridge,Beaver ridge top,46.552241,-114.525469,2020-07-28,18:21,,,,,,,,,,,,,,,,,,,
01050607020008,Beaver Ridge,Beaver ridge 1,46.552686,-114.525856,2020-07-28,18:22,,,,,,,,,,,,,,,,,,,
01050607020008,Beaver Ridge,Beaver ridge 2,46.553168,-114.526706,2020-07-28,18:24,,,,,,,,,,,,,,,,,,,
01050607020008,Beaver Ridge,Beaver ridge 3,46.553201,-114.524219,2020-07-28,18:30,,,,,,,,,,,,,,,,,,,
01050607020008,Beaver Ridge,Beaver ridge 4,46.553348,-114.52211,2020-07-28,18:32,,,,,,,,,,,,,,,,,,,
01030399060040,Teepee Point ,Tp pt park,45.934268,-113.806121,2020-07-29,16:48,,,,,,,,,,,,,,,,,,,
01030399060040,Teepee Point ,Tp pt 1 2,45.934028,-113.807111,2020-07-29,16:57,,,,,,,,,,,,,,,,,,,
01030399060040,Teepee Point ,Tp pt top,45.934241,-113.807072,2020-07-29,16:57,,,,,,,,,,,,,,,,,,,
01030399060040,Teepee Point ,Tp pt 1 1,45.933967,-113.806138,2020-07-29,17:02,,,,,,,,,,,,,,,,,,,
01030399060040,Teepee Point ,Tp pt 2 1,45.933449,-113.805037,2020-07-29,17:06,,,,,,,,,,,,,,,,,,,
01030399060040,Teepee Point ,Tp pt 2 2,45.933778,-113.805607,2020-07-29,17:06,,,,,,,,,,,,,,,,,,,
01030399060040,Teepee Point ,Tp pt 2 3,45.933915,-113.806232,2020-07-29,17:09,,,,,,,,,,,,,,,,,,,
01030399060040,Teepee Point ,Tp pt 1 3,45.934774,-113.807941,2020-07-29,17:16,,,,,,,,,,,,,,,,,,,
01030399060040,Teepee Point ,Tp pt huckleberries,45.934819,-113.808076,2020-07-29,17:16,,,,,,,,,,,,,,,,,,,
01030399060040,Teepee Point ,Tp pt 4 1,45.934939,-113.808355,2020-07-29,17:19,,,,,,,,,,,,,,,,,,,
01030399060040,Teepee Point ,Tp pt 3 1,45.935193,-113.808969,2020-07-29,17:27,,,,,,,,,,,,,,,,,,,
01030399060040,Teepee Point ,Tp pt 3 2,45.935592,-113.808465,2020-07-29,17:28,,,,,,,,,,,,,,,,,,,
01030399060040,Teepee Point ,Tp pt 4 2,45.934954,-113.809243,2020-07-29,17:40,,,,,,,,,,,,,,,,,,,
01030399060040,Teepee Point ,Tp pt 3 3,45.935776,-113.809112,2020-07-29,17:40,,,,,,,,,,,,,,,,,,,
01030399060040,Teepee Point ,Tp pt 4 3,45.935053,-113.80981,2020-07-29,17:40,,,,,,,,,,,,,,,,,,,
01030110080102,Gold Creek,Gold creek park,46.348552,-113.947708,2020-07-29,20:36,,,,,,,,,,,,,,,,,,,
01030110080102,Gold Creek,Gold creek top,46.349507,-113.944583,2020-07-29,20:40,,,,,,,,,,,,,,,,,,,
